,Result_UID,num,num_distinct_results,group,act_id,OrganizationID,MLocID,StationDes,MonLocType,HUC12_Name,ELEV_Ft,AU_ID,FishCode,SpawnCode,WaterTypeCode,WaterBodyCode,BacteriaCode,DO_code,ben_use_code,pH_code,DO_SpawnCode,OWRD_Basin,EcoRegion2,EcoRegion3,wqstd_code,Pollu_ID,Calc_Crit,Combine_Result_Cmnts,Combine_Result,Activity_Type,SampleMedia,SampleSubmedia,SampleStartDate,SampleStartTime,chr_uid,Char_Name,Char_Speciation,Sample_Fraction,CASNumber,Result_status,Result_Numeric,IRResultNWQSunit,ActDepthUnit,Result_Depth,act_depth_height,Result_Depth_Unit,Act_Depth_Top,Act_Depth_Top_Unit,Act_Depth_Bottom,Act_Depth_Bottom_Unit,Time_Basis,Statistical_Base,Statistic_N_Value,act_sam_compnt_name,lab_Comments,General_Comments,Analytical_method,QualifierAbbr,QualifierTxt,IDLType,IDLValue,IDLUnit,MDLType,MDLValue,MDLUnit,MRLType,MRLUnit,MRLValue,URLType,URLValue,URLUnit,TribalLand,Result_Operator,Result_Unit,IRWQSUnitName,Result_Type,Result,is_highest_QL,num_QL_levels,drop_DQL,group,code,rational,num_depths
588,48785011,3,3,270,35256-ORDEQ:200907091310:FM,CRK_WQX,35256-ORDEQ,Columbia River off North end of Hood River Spit,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/9/2009,10:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,7.74,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: YSI 556; Unexpected low do for this time of day,Dissolved Oxygen Using an ISE,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,7.74,No,2,Yes,270,52,Multiple results at datetime and higher DQL exists,1
589,48788210,2,2,271,35256-ORDEQ:201007121000:FM,CRK_WQX,35256-ORDEQ,Columbia River off North end of Hood River Spit,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/12/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.22,10.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used YSI 556: Chum; Equip: YSI 556: Chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.22,Yes,1,No,271,,,1
590,48788205,2,2,271,35256-ORDEQ:201007121000:FM,CRK_WQX,35256-ORDEQ,Columbia River off North end of Hood River Spit,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/12/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.29,10.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used YSI 556: Chum; Equip: YSI 556: Chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.29,Yes,1,No,271,,,1
591,48790742,2,2,272,35256-ORDEQ:201107211030:FM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,272,,,1
592,48790737,2,2,272,35256-ORDEQ:201107211030:FM,CRK_WQX,35256-ORDEQ,Columbia River off North end of Hood River Spit,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/21/2011,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.67,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calibrated 7/21/11; Equip: YSI chinook,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.67,NA,1,No,272,,,1
593,48790747,2,2,272,35256-ORDEQ:201107211030:FM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,272,,,1
594,48790743,2,2,272,35256-ORDEQ:201107211030:FM,CRK_WQX,35256-ORDEQ,Columbia River off North end of Hood River Spit,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/21/2011,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.62,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calibrated 7/21/11; Equip: YSI chinook,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.62,NA,1,No,272,,,1
595,51913513,2,2,273,20090672-961-FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,Surface Water,8/17/2008,31:00.0,985,Dissolved oxygen (DO),NA,NA,NA,Final,9.38,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Failed. Quality control criteria exceeded during analysis.,NULL,Total Dissolved Oxygen by Membrane Electrode Method,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,Method Detection Level,1,mg/l,Minimum Reporting Level,mg/l,1,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.38,Yes,1,No,273,,,1
596,51908909,2,2,273,20090672-447-FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,Surface Water,8/17/2008,31:00.0,985,Dissolved oxygen (DO),NA,NA,NA,Final,9.24,9.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Failed. Quality control criteria exceeded during analysis.,NULL,Dissolved Oxygen by Winkler Technique,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,Method Detection Level,1,mg/l,Minimum Reporting Level,mg/l,1,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.24,Yes,1,No,273,,,1
597,48784737,2,2,274,35257-ORDEQ:200906111030:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/11/2009,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: OWEB Hach Winkler,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.5,No,2,Yes,274,52,Multiple results at datetime and higher DQL exists,1
598,48784732,2,2,274,35257-ORDEQ:200906111030:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/11/2009,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,11.73,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: YSI 556,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,11.73,Yes,2,No,274,,,1
599,48787785,4,4,275,35257-ORDEQ:201006121530:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/12/2010,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,11.87,11.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used YSI 556: Chum; Equip: YSI 556: Chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,11.87,Yes,2,No,275,,,1
600,48787779,4,4,275,35257-ORDEQ:201006121530:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/12/2010,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,12.01,12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used YSI 556: Chum; Equip: YSI 556: Chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,12.01,Yes,2,No,275,,,1
601,48787789,4,4,275,35257-ORDEQ:201006121530:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/12/2010,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.39,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used HACH: 50886; Equip: HACH: 50892,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.39,No,2,Yes,275,52,Multiple results at datetime and higher DQL exists,1
602,48787784,4,4,275,35257-ORDEQ:201006121530:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/12/2010,30:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,split used HACH: 50886; Equip: HACH: 50892,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.5,No,2,Yes,275,52,Multiple results at datetime and higher DQL exists,1
603,48788770,2,2,276,35257-ORDEQ:201008171300:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,8/17/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.34,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meter calibrated on-site 8/17; Equip: YSI 556: Chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.34,Yes,2,No,276,,,1
604,48788774,2,2,276,35257-ORDEQ:201008171300:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,8/17/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.06,10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: HACH 50886,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.06,No,2,Yes,276,52,Multiple results at datetime and higher DQL exists,1
605,48789076,2,2,277,35257-ORDEQ:201009161000:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,9/16/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.51,9.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meter calibrated on-site 9/16; Equip: YSI 556: Chinook,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.51,Yes,2,No,277,,,1
606,48789080,2,2,277,35257-ORDEQ:201009161000:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,9/16/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.47,9.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: HACH 50886,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.47,No,2,Yes,277,52,Multiple results at datetime and higher DQL exists,1
607,48790340,2,2,278,35257-ORDEQ:201106201100:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/20/2011,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.12,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: 50892,Dissolved Oxygen in Water,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.12,Yes,1,No,278,,,1
608,48790341,2,2,278,35257-ORDEQ:201106201100:FM,CRK_WQX,35257-ORDEQ,Columbia River South Bank 50ft West of Rock Creek Confluence,River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/20/2011,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,12.55,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calibreated on 6/20/11; Equip: YSI 556 chum,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,12.55,Yes,1,No,278,,,1
609,48787808,3,3,279,35258-ORDEQ:201006131435:FM,CRK_WQX,35258-ORDEQ,Hood River City Marina at Boat Fuel-Station (Columbia River),River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/13/2010,35:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,14.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample site very choppy water; split used YSI 556: Chinook; Equip: YSI 556: Chinook,Dissolved Oxygen Using an ISE,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,14.2,NA,1,No,279,,,1
610,48787813,3,3,279,35258-ORDEQ:201006131435:FM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,No,279,,,1
611,48787819,3,3,279,35258-ORDEQ:201006131435:FM,CRK_WQX,35258-ORDEQ,Hood River City Marina at Boat Fuel-Station (Columbia River),River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/13/2010,35:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.01,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample site had very choppy water; split used HACH: 50892; Equip: HACH: 50892,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.01,NA,1,No,279,,,1
612,48787814,3,3,279,35258-ORDEQ:201006131435:FM,CRK_WQX,35258-ORDEQ,Hood River City Marina at Boat Fuel-Station (Columbia River),River/Stream,Rowena Creek-Columbia River,74,OR_LK_1707010511_88_100136,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,6/13/2010,35:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,13.05,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample site very choppy water; split used YSI 556: Chinook; Equip: YSI 556: Chinook,Dissolved Oxygen Using an ISE,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,13.05,NA,1,No,279,,,1
613,48785092,2,2,280,35260-ORDEQ:200907140840:FM,CRK_WQX,35260-ORDEQ,Columbia River North Bank off Hwy 14 turn-off to Spring Creek Fish Hatchery (WA)  ,River/Stream,Grays Creek-Columbia River,74,OR_LK_1707010511_88_100135,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/14/2009,40:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.35,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: OWEB Hach Winkler; Reading > 0.3 off from meter,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.35,No,2,Yes,280,52,Multiple results at datetime and higher DQL exists,1
614,48785087,2,2,280,35260-ORDEQ:200907140840:FM,CRK_WQX,35260-ORDEQ,Columbia River North Bank off Hwy 14 turn-off to Spring Creek Fish Hatchery (WA)  ,River/Stream,Grays Creek-Columbia River,74,OR_LK_1707010511_88_100135,17,30,2,2,2,3,88,4,30,Columbia River,WESTERN CORDILLERA,9,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,7/14/2009,40:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,8.96,8.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: YSI 556,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,8.96,Yes,2,No,280,,,1
615,48788677,4,4,281,35263-ORDEQ:201008141840:FM,CRK_WQX,35263-ORDEQ,Columbia River N Shoreline at E end of Vancouver Water Resources Education Center Beach (WA),River/Stream,Lake River-Frontal Columbia River,5,OR_SR_1708000302_88_100670,20,11,2,2,2,3,88,4,11,Columbia River,MARINE WEST COAST FOREST,3,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,8/14/2010,40:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,7.93,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meter calibrated on 8-14-10; Equip: YSI: Coho,Dissolved Oxygen Using an ISE,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,7.93,NA,1,No,281,,,1
616,48788635,4,4,281,35263-ORDEQ:201008141000:FM,CRK_WQX,35263-ORDEQ,Columbia River N Shoreline at E end of Vancouver Water Resources Education Center Beach (WA),River/Stream,Lake River-Frontal Columbia River,5,OR_SR_1708000302_88_100670,20,11,2,2,2,3,88,4,11,Columbia River,MARINE WEST COAST FOREST,3,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,8/14/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,9.56,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,; Based on split and audit results,Dissolved Oxygen in Water,DQL=B,"Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,9.56,NA,1,No,281,,,1
617,48788636,4,4,281,35263-ORDEQ:201008141000:FM,CRK_WQX,35263-ORDEQ,Columbia River N Shoreline at E end of Vancouver Water Resources Education Center Beach (WA),River/Stream,Lake River-Frontal Columbia River,5,OR_SR_1708000302_88_100670,20,11,2,2,2,3,88,4,11,Columbia River,MARINE WEST COAST FOREST,3,3,154,NA,NA,NA,Field Msr/Obs,Water,NA,8/14/2010,00:00.0,985,Dissolved oxygen (DO),NA,Dissolved,NA,Final,10.11,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Equip: VAN #2,Dissolved Oxygen Using an ISE,DQL=A,Data of known Quality; meets QC limits established in a DEQ approved QAPP.,NA,NA,NA,NA,NA,NA,Minimum Reporting Level,mg/l,0.01,NA,NA,NA,0,=,mg/l,mg/l,Actual,10.11,NA,1,No,281,,,1
