"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","DO_res","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","DO_sat","Temp_res","Violation"
"1952","OREGONDEQ","32068-ORDEQ","Noyer Creek at Hwy 212, St. Paul Lutheran Church (North Fork, Deep Creek, Clackamas)","River/Stream","North Fork Deep Creek-Deep Creek",543,"OR_WS_170900110605_02_104547",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-05-11,"13:25:00",NA,NA,"Actual",43328138,10.9,"mg/l",10.9,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,"1/1","6/15",8,6.5,6,100,11.2,0
"1953","OREGONDEQ","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-10-12,"15:01:00",NA,NA,"Actual",43495384,9.9,"mg/l",9.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,100,16.6,0
"1954","OREGONDEQ","10948-ORDEQ","South Yamhill River at Hwy 99W (Mcminnville)","River/Stream","South Yamhill River",96,"OR_SR_1709000807_02_104060",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-08-14,"12:47:00",NA,NA,"Actual",47282376,7.4,"mg/l",7.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,85,23.2,1
"1955","OREGONDEQ","10948-ORDEQ","South Yamhill River at Hwy 99W (Mcminnville)","River/Stream","South Yamhill River",96,"OR_SR_1709000807_02_104060",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-12-07,"12:15:00",NA,NA,"Actual",47255090,11.4,"mg/l",11.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,95,7.4,0
"1956","OREGONDEQ","10801-ORDEQ","Swan Island Channel Midpoint","River/Stream","Balch Creek-Willamette River",5,"OR_SR_1709001202_88_104175",2,2,88,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-08-07,"13:00:00",NA,NA,"Actual",45180917,11.4,"mg/l",11.4,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,"1/1","5/15",6.5,5,4,100,24.1,0
"1957","OREGONDEQ","11233-ORDEQ","Clackamas River at High Rocks (Old Hwy 213)","River/Stream","Rock Creek-Clackamas River",14,"OR_SR_1709000704_02_104597",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-10-22,"11:50:00",NA,NA,"Actual",47286349,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,95,9.6,0
"1958","OREGONDEQ","12553-ORDEQ","North Santiam River at Gates School Road Bridge","River/Stream","Mad Creek-North Santiam River",916,"OR_SR_1709000503_02_103906",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-04-20,"11:17:00",NA,NA,"Actual",46890957,12.2,"mg/l",12.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,100,7.2,0
"1959","OREGONDEQ","13070-ORDEQ","Clackamas River at Mciver Park (upper boat ramp)","River/Stream","Dubois Creek-Clackamas River",296,"OR_SR_1709000704_02_104597",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-02-05,"11:40:00",NA,NA,"Actual",47225510,10.7,"mg/l",10.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,83,4.5,1
"1960","OREGONDEQ","14008-ORDEQ","Clackamas River at Memaloose Road","River/Stream","Helion Creek-Clackamas River",871,"OR_SR_1709001104_02_104155",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-10-23,"10:27:00",NA,NA,"Actual",46906677,11.9,"mg/l",11.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,100,9.7,0
"1961","OREGONDEQ","13070-ORDEQ","Clackamas River at Mciver Park (upper boat ramp)","River/Stream","Dubois Creek-Clackamas River",296,"OR_SR_1709000704_02_104597",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-12-18,"10:05:00",NA,NA,"Actual",47333561,13,"mg/l",13,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,96,2.7,0
"1962","OREGONDEQ","10352-ORDEQ","Willamette River at Old Hwy 34 Bridge (Corvallis)","River/Stream","Fraizer Creek-Willamette River",200,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-01-05,"12:15:00",NA,NA,"Actual",47223681,11.7,"mg/l",11.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,95,6.3,0
"1963","MARION_SWCD(NOSTORETID)","31878-ORDEQ","Pudding River below Drift Creek","River/Stream","Howell Prairie Creek-Pudding River",160,"OR_SR_1709000901_02_104067",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-07-23,"09:50:00",NA,NA,"Actual",48796801,3.6,"mg/l",3.6,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,39.5002192685707,19.6,1
"1964","OREGONDEQ","32074-ORDEQ","Rock Creek at 172nd, Stony Brook Court","River/Stream","Rock Creek-Clackamas River",302,"OR_WS_170900110607_02_104549",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-03-27,"13:15:00",NA,NA,"Actual",48266503,12.2,"mg/l",12.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,"1/1","6/15",8,6.5,6,100,7.5,0
"1965","OREGONDEQ","37094-ORDEQ","Muddy Creek at Priceboro Road","River/Stream","Dry Muddy Creek-Muddy Creek",315,"OR_WS_170900030606_02_104294",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-08-26,"14:30:00",NA,NA,"Actual",46055997,9.1,"mg/l",9.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,100,19.5,0
"1966","OREGONDEQ","10801-ORDEQ","Swan Island Channel Midpoint","River/Stream","Balch Creek-Willamette River",5,"OR_SR_1709001202_88_104175",2,2,88,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-02-19,"14:00:00",NA,NA,"Actual",47226174,10.6,"mg/l",10.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,"1/1","5/15",6.5,5,4,85,6,1
"1967","OREGONDEQ","12553-ORDEQ","North Santiam River at Gates School Road Bridge","River/Stream","Mad Creek-North Santiam River",916,"OR_SR_1709000503_02_103906",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-08-13,"15:55:00",NA,NA,"Actual",47327195,10.2,"mg/l",10.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,100,16.2,0
"1968","SBWC_WQX","37602-ORDEQ","Cox Cr at RM 3.4","River/Stream","Milton Creek",458,"OR_WS_170900120303_02_104559",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2010-05-24,"12:00:00",NA,NA,"Actual",48819737,10.78,"mg/l",10.78,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,"10/15","6/15",8,6.5,6,93.8638907842306,8.6,1
"1969","SBWC_WQX","33590-ORDEQ","Gourlay Creek, upstream from municipal supply intake (River Mile 0.7)","River/Stream","South Scappoose Creek",384,"OR_WS_170900120301_02_104557",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-02-24,"11:30:00",NA,NA,"Actual",48817278,11.72,"mg/l",11.72,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,"10/15","6/15",8,6.5,6,97.1308332747771,6.7,0
"1970","SBWC_WQX","23571-ORDEQ","Lizzie Creek at Mouth (North Scappoose Creek Trib RM 9.6)","River/Stream","North Scappoose Creek",635,"OR_WS_170900120302_02_104558",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2008-08-04,"09:25:00",NA,NA,"Actual",48816590,9.76,"mg/l",9.76,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,"1/1","6/15",8,6.5,6,97.4944338355528,14.3,0
"1971","SBWC_WQX","23583-ORDEQ","Scappoose Creek - South Scappoose upstream of reservoir","River/Stream","South Scappoose Creek",443,"OR_WS_170900120301_02_104557",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-05-29,"16:00:00",NA,NA,"Actual",48817834,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,"1/1","6/15",8,6.5,6,96.4441828203681,14.4,0
"1972","SBWC_WQX","37599-ORDEQ","Scappoose Cr North Fork at Alder Cr","River/Stream","North Scappoose Creek",494,"OR_SR_1709001203_02_104179",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water",NA,"Dissolved","Final",NA,NA,2009-11-16,"11:50:00",NA,NA,"Actual",48818878,11.22,"mg/l",11.22,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",20,"10/15","6/15",8,6.5,6,94.5220188838364,7.2,0
"1973","OREGONDEQ","28465-ORDEQ","Yamhill Creek downstream of Hwy 47","River/Stream","Yamhill Creek",151,"OR_SR_1709000806_02_104056",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-05-14,"10:21:00",NA,NA,"Actual",43369219,9.6,"mg/l",9.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,86,10.8,1
"1974","OREGONDEQ","28465-ORDEQ","Yamhill Creek downstream of Hwy 47","River/Stream","Yamhill Creek",151,"OR_SR_1709000806_02_104056",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-05-19,"10:22:00",NA,NA,"Actual",43333226,8.5,"mg/l",8.5,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,81,13.3,1
"1975","MFWWC(NOSTORETID)","37294-ORDEQ","Silk Cr at Lorane Rd","River/Stream","Silk Creek-Coast Fork Willamette River",656,"OR_SR_1709000203_02_103782",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-11-18,"09:40:00",NA,NA,"Actual",47175682,10.2,"mg/l",10.2,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",3,"Cool Water",25,"1/1","6/15",6.5,5,4,87.2865781834163,7.6,1
"1976","MFWWC(NOSTORETID)","37311-ORDEQ","Mosby Cr below Fall Cr","River/Stream","Lower Mosby Creek",863,"OR_SR_1709000201_02_103752",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-08-20,"11:20:00",NA,NA,"Actual",47174936,8.18,"mg/l",8.18,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,"1/1","6/15",8,6.5,6,91.2944726365567,19.2,1
"1977","WRK_(NOSTORETID)","36160-ORDEQ","Multnomah Channel Right Bank at Gilbert River Park Boat Ramp","River/Stream","Multnomah Channel",5,"OR_SR_1709001203_88_104184",2,2,88,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-11-19,"13:49:00",NA,NA,"Actual",45614973,10.47,"mg/l",10.47,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,90.5885093900852,9,1
"1978","OREGONDEQ","36788-ORDEQ","Amazon Creek at High Pass Road","River/Stream","Bear Creek-Long Tom River",311,"OR_WS_170900030108_02_104250",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-04-15,"08:57:00",NA,NA,"Actual",46051309,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,86,10.5,1
"1979","OREGONDEQ","36788-ORDEQ","Amazon Creek at High Pass Road","River/Stream","Bear Creek-Long Tom River",311,"OR_WS_170900030108_02_104250",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-09-03,"12:05:00",NA,NA,"Actual",46051422,9.8,"mg/l",9.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,100,20.5,0
"1980","OREGONDEQ","11201-ORDEQ","Columbia Slough at Landfill Road","River/Stream","Columbia Slough",2,"OR_WS_170900120201_02_104554",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-04-28,"12:24:00",NA,NA,"Actual",46865581,13.2,"mg/l",13.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,100,17.2,0
"1981","OREGONDEQ","11182-ORDEQ","Calapooia River at Hwy 99E","River/Stream","Shedd Slough-Calapooia River",231,"OR_SR_1709000303_02_103816",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-02-06,"12:13:00",NA,NA,"Actual",47272999,11.8,"mg/l",11.8,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,96,5.7,0
"1982","OREGONDEQ","11275-ORDEQ","Coast Fork Willamette at Mt. Pisgah Park","River/Stream","Papenfus Creek-Coast Fork Willamette River",452,"OR_SR_1709000204_02_103787",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-14,"07:40:00",NA,NA,"Actual",47260502,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,92,8,1
"1983","OREGONDEQ","12553-ORDEQ","North Santiam River at Gates School Road Bridge","River/Stream","Mad Creek-North Santiam River",916,"OR_SR_1709000503_02_103906",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-08-19,"14:30:00",NA,NA,"Actual",47233909,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,100,12.3,0
"1984","OREGONDEQ","12552-ORDEQ","McKenzie River at Mckenzie Bridge","River/Stream","Florence Creek-McKenzie River",1360,"OR_SR_1709000402_02_104588",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-02-09,"09:09:00",NA,NA,"Actual",46890622,11.8,"mg/l",11.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",28,"8/15","6/15",8,6.5,6,100,6,0
"1985","OREGONDEQ","10386-ORDEQ","Middle Fork Willamette River at Jasper Bridge","River/Stream","Mill Race-Middle Fork Willamette River",518,"OR_SR_1709000110_02_104584",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-14,"08:20:00",NA,NA,"Actual",47260518,12.6,"mg/l",12.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,100,7.1,0
"1986","OREGONDEQ","10640-ORDEQ","Pudding River at Hwy 211 (Woodburn)","River/Stream","Brandy Creek-Pudding River",105,"OR_SR_1709000902_02_104073",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-12,"11:52:00",NA,NA,"Actual",47260242,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,94,9,1
"1987","WRK_(NOSTORETID)","33747-ORDEQ","Chehalem Creek at Dayton Road (Willamette)","River/Stream","Chehalem Creek",85,"OR_SR_1709000703_02_104009",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-11-13,"10:00:00",NA,NA,"Actual",45623559,7.69,"mg/l",7.69,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,73.0373207643043,12.9,1
"1988","WRK_(NOSTORETID)","36160-ORDEQ","Multnomah Channel Right Bank at Gilbert River Park Boat Ramp","River/Stream","Multnomah Channel",5,"OR_SR_1709001203_88_104184",2,2,88,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-03-19,"09:30:00",NA,NA,"Actual",45625763,12.39,"mg/l",12.39,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,NA,NA,0
"1989","WRK_(NOSTORETID)","28961-ORDEQ","Mill Creek at Front Street NE, Salem (tributary to Willamette River at River Mile 84)","River/Stream","Lower Mill Creek",125,"OR_SR_1709000702_02_104007",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-09-14,"15:30:00",NA,NA,"Actual",45629560,8.73,"mg/l",8.73,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,93.7616483429286,18.6,1
"1990","MFWWC(NOSTORETID)","10671-ORDEQ","Little Fall Creek","River/Stream","Lower Little Fall Creek",636,"OR_SR_1709000108_02_103732",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-10-16,"09:30:00",NA,NA,"Actual",47172803,10,"mg/l",10,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,"9/1","6/15",8,6.5,6,89.5395177103509,9.5,1
"1991","MFWWC(NOSTORETID)","37300-ORDEQ","Gettings Cr at Sears Rd","River/Stream","Hill Creek-Coast Fork Willamette River",604,"OR_WS_170900020401_02_104238",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-10-16,"12:25:00",NA,NA,"Actual",47172827,10.3,"mg/l",10.3,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,98.527009984616,12.4,0
"1992","MFWWC(NOSTORETID)","37311-ORDEQ","Mosby Cr below Fall Cr","River/Stream","Lower Mosby Creek",863,"OR_SR_1709000201_02_103752",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-09-13,"11:50:00",NA,NA,"Actual",47178415,9.72,"mg/l",9.72,"=","mg/l","Failed. Quality control criteria exceeded during analysis.","NULL","DQL=B","Data of known but lesser quality; Data may not meet established QC but is within marginal acceptance criteria; or data value may be accurate, however controls used to measure Data Quality Objective (DQO) elements failed (e.g., batch failed to meet blank QC limit);",2,"Cold Water",25,"1/1","6/15",8,6.5,6,98.5355834635851,14.6,0
"1993","MFWWC(NOSTORETID)","37315-ORDEQ","West Fk Coyote Cr Trib to Trib (RM 2.08) at Territorial Rd and Strawberry Ln Veneta","River/Stream","Lower Coyote Creek",439,"OR_WS_170900030103_02_104245",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-05-12,"14:10:00",NA,NA,"Actual",47177334,8,"mg/l",8,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,"1/1","5/15",6.5,5,4,82.8393145084175,16.3,1
"1994","WRK_(NOSTORETID)","11275-ORDEQ","Coast Fork Willamette at Mt. Pisgah Park","River/Stream","Papenfus Creek-Coast Fork Willamette River",452,"OR_SR_1709000204_02_103787",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-02-10,"10:00:00",NA,NA,"Actual",45623492,10.89,"mg/l",10.89,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,NA,NA,1
"1995","OREGONDEQ","10373-ORDEQ","Mary's River at 99W (Corvallis)","River/Stream","Lower Marys River",201,"OR_SR_1709000302_02_103812",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-02-06,"13:15:00",NA,NA,"Actual",47272949,11.5,"mg/l",11.5,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,93,6.4,0
"1996","OREGONDEQ","36788-ORDEQ","Amazon Creek at High Pass Road","River/Stream","Bear Creek-Long Tom River",311,"OR_WS_170900030108_02_104250",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-10-13,"09:31:00",NA,NA,"Actual",46051471,8.5,"mg/l",8.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,83,14.6,1
"1997","OREGONDEQ","11180-ORDEQ","Calapooia River at Queen Road","River/Stream","Calapooia River",184,"OR_SR_1709000304_02_103821",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-12-19,"13:00:00",NA,NA,"Actual",47271188,12.5,"mg/l",12.5,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,98,5,0
"1998","OREGONDEQ","10350-ORDEQ","Willamette River at Albany (eastbound Hwy 20 bridge)","River/Stream","Truax Creek-Willamette River",175,"OR_SR_1709000306_05_103854",2,2,5,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2008-12-02,"12:10:00",NA,NA,"Actual",48288612,10.6,"mg/l",10.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,94,10,1
"1999","OREGONDEQ","10640-ORDEQ","Pudding River at Hwy 211 (Woodburn)","River/Stream","Brandy Creek-Pudding River",105,"OR_SR_1709000902_02_104073",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-08-20,"14:25:00",NA,NA,"Actual",47234081,7.3,"mg/l",7.3,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,"1/1","6/15",6.5,5,4,86,24.2,1
"2000","OREGONDEQ","10637-ORDEQ","Molalla River at Knights Bridge Road (Canby)","River/Stream","Moalla River",73,"OR_SR_1709000906_02_104093",2,2,2,"Willamette",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-08-25,"12:49:00",NA,NA,"Actual",46841325,8.8,"mg/l",8.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",20,"10/15","6/15",6.5,5,4,100,21.6,0
